subject,verb,object,time,amount,mask
User 04748,sold,accessory,[PAD],4356,"[1, 1, 1, 0, 1]"
User 31511,bought,accessory,2022-04-18,934,"[1, 1, 1, 1, 1]"
User 32810,paid,service,2024-06-04,2771,"[1, 1, 1, 1, 1]"
User 53361,returned,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 03808,cancelled,service,[PAD],926,"[1, 1, 1, 0, 1]"
User 48766,sold,product,2025-12-18,-1,"[1, 1, 1, 1, 0]"
User 13085,sold,accessory,[PAD],3430,"[1, 1, 1, 0, 1]"
User 28307,ordered,phone,2024-04-27,-1,"[1, 1, 1, 1, 0]"
User 97002,returned,accessory,2025-04-11,-479,"[1, 1, 1, 1, 1]"
User 52011,cancelled,accessory,[PAD],3369,"[1, 1, 1, 0, 1]"
User 81853,paid,product,2025-01-31,2351,"[1, 1, 1, 1, 1]"
User 34183,paid,laptop,2025-11-10,-1,"[1, 1, 1, 1, 0]"
User 45257,cancelled,laptop,2022-11-30,4839,"[1, 1, 1, 1, 1]"
User 07288,cancelled,book,2023-11-12,-1,"[1, 1, 1, 1, 0]"
User 28601,paid,laptop,2023-04-22,238,"[1, 1, 1, 1, 1]"
User 92362,bought,service,2025-12-20,577,"[1, 1, 1, 1, 1]"
User 93426,paid,laptop,2023-12-27,-1,"[1, 1, 1, 1, 0]"
User 45338,returned,accessory,[PAD],-2098,"[1, 1, 1, 0, 1]"
User 79451,cancelled,laptop,2025-08-17,-1,"[1, 1, 1, 1, 0]"
User 68368,bought,service,2025-12-10,3015,"[1, 1, 1, 1, 1]"
User 73302,bought,phone,2024-04-21,968,"[1, 1, 1, 1, 1]"
User 44515,ordered,laptop,2023-02-07,-1,"[1, 1, 1, 1, 0]"
User 90667,bought,book,2022-04-27,4956,"[1, 1, 1, 1, 1]"
User 08986,cancelled,book,2023-08-26,690,"[1, 1, 1, 1, 1]"
User 65035,returned,laptop,2024-10-15,-1,"[1, 1, 1, 1, 0]"
User 88085,ordered,laptop,2025-12-20,2255,"[1, 1, 1, 1, 1]"
User 07185,paid,product,2024-01-14,4159,"[1, 1, 1, 1, 1]"
User 91930,ordered,accessory,2025-01-24,1228,"[1, 1, 1, 1, 1]"
User 78909,sold,phone,[PAD],3766,"[1, 1, 1, 0, 1]"
User 19734,returned,phone,2024-02-04,-1,"[1, 1, 1, 1, 0]"
User 06876,bought,service,2023-02-25,3221,"[1, 1, 1, 1, 1]"
User 13408,sold,book,2025-07-18,2848,"[1, 1, 1, 1, 1]"
User 86083,cancelled,phone,2022-03-22,-1,"[1, 1, 1, 1, 0]"
User 29211,returned,service,2024-06-05,-2117,"[1, 1, 1, 1, 1]"
User 74878,sold,phone,2022-05-14,3597,"[1, 1, 1, 1, 1]"
User 12992,cancelled,accessory,2025-08-28,-1,"[1, 1, 1, 1, 0]"
User 49758,returned,book,2023-01-16,-4996,"[1, 1, 1, 1, 1]"
User 26398,cancelled,phone,2022-06-13,2621,"[1, 1, 1, 1, 1]"
User 86909,bought,service,2022-12-18,-1,"[1, 1, 1, 1, 0]"
User 88680,paid,product,2025-09-08,2522,"[1, 1, 1, 1, 1]"
User 50525,bought,book,2025-02-01,2632,"[1, 1, 1, 1, 1]"
User 47903,bought,service,2025-10-23,4271,"[1, 1, 1, 1, 1]"
User 34472,cancelled,accessory,2024-04-22,2150,"[1, 1, 1, 1, 1]"
User 13919,cancelled,book,2023-08-24,3132,"[1, 1, 1, 1, 1]"
User 45194,returned,service,2022-12-14,-1324,"[1, 1, 1, 1, 1]"
User 03539,returned,product,2022-05-04,-1,"[1, 1, 1, 1, 0]"
User 01935,ordered,phone,2022-09-20,885,"[1, 1, 1, 1, 1]"
User 59104,returned,book,2024-07-30,-1213,"[1, 1, 1, 1, 1]"
User 61653,returned,phone,2025-07-02,-1478,"[1, 1, 1, 1, 1]"
User 47215,returned,book,2025-06-15,-952,"[1, 1, 1, 1, 1]"
User 41206,cancelled,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 16706,bought,laptop,2023-03-15,558,"[1, 1, 1, 1, 1]"
User 82350,ordered,laptop,2024-12-29,4661,"[1, 1, 1, 1, 1]"
User 99594,cancelled,phone,2024-03-27,-1,"[1, 1, 1, 1, 0]"
User 08985,bought,service,2023-06-09,1267,"[1, 1, 1, 1, 1]"
User 28228,bought,book,2023-01-03,936,"[1, 1, 1, 1, 1]"
User 61817,returned,laptop,2024-08-07,-4273,"[1, 1, 1, 1, 1]"
User 69822,bought,service,2022-07-05,4820,"[1, 1, 1, 1, 1]"
User 29367,cancelled,service,2022-08-05,1475,"[1, 1, 1, 1, 1]"
User 29147,ordered,book,2025-08-19,2373,"[1, 1, 1, 1, 1]"
User 41913,sold,phone,[PAD],2401,"[1, 1, 1, 0, 1]"
User 40757,ordered,accessory,2022-10-02,1317,"[1, 1, 1, 1, 1]"
User 74209,returned,service,2024-07-25,-2896,"[1, 1, 1, 1, 1]"
User 26751,ordered,service,2024-09-04,-1,"[1, 1, 1, 1, 0]"
User 45746,paid,accessory,[PAD],3207,"[1, 1, 1, 0, 1]"
User 69454,ordered,product,2024-03-08,319,"[1, 1, 1, 1, 1]"
User 19251,sold,service,2022-10-17,451,"[1, 1, 1, 1, 1]"
User 73056,returned,laptop,2024-07-28,-2034,"[1, 1, 1, 1, 1]"
User 06326,cancelled,service,[PAD],4049,"[1, 1, 1, 0, 1]"
User 97431,paid,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 69474,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 25827,sold,accessory,2025-05-11,-1,"[1, 1, 1, 1, 0]"
User 03563,cancelled,product,2023-10-24,181,"[1, 1, 1, 1, 1]"
User 81468,ordered,book,2023-05-03,1224,"[1, 1, 1, 1, 1]"
User 43351,bought,accessory,2022-09-27,3604,"[1, 1, 1, 1, 1]"
User 92634,bought,book,[PAD],4931,"[1, 1, 1, 0, 1]"
User 55266,sold,laptop,2022-10-13,347,"[1, 1, 1, 1, 1]"
User 28455,ordered,product,2025-11-29,-1,"[1, 1, 1, 1, 0]"
User 50820,bought,laptop,2024-04-17,3875,"[1, 1, 1, 1, 1]"
User 23009,bought,book,2025-08-27,1001,"[1, 1, 1, 1, 1]"
User 02714,ordered,accessory,[PAD],2521,"[1, 1, 1, 0, 1]"
User 30095,cancelled,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 93700,cancelled,laptop,2025-11-10,-1,"[1, 1, 1, 1, 0]"
User 47343,returned,laptop,2024-09-06,-1,"[1, 1, 1, 1, 0]"
User 89172,bought,product,2025-09-22,1191,"[1, 1, 1, 1, 1]"
User 83607,ordered,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 76994,ordered,accessory,2022-11-09,-1,"[1, 1, 1, 1, 0]"
User 73561,cancelled,product,[PAD],2906,"[1, 1, 1, 0, 1]"
User 59589,bought,phone,[PAD],2213,"[1, 1, 1, 0, 1]"
User 93140,bought,accessory,2022-04-04,1256,"[1, 1, 1, 1, 1]"
User 42346,bought,accessory,2025-05-29,934,"[1, 1, 1, 1, 1]"
User 75351,ordered,phone,2023-08-12,3549,"[1, 1, 1, 1, 1]"
User 60248,cancelled,product,[PAD],3170,"[1, 1, 1, 0, 1]"
User 46689,ordered,book,2024-07-22,1301,"[1, 1, 1, 1, 1]"
User 45336,bought,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 52919,ordered,product,2025-12-15,245,"[1, 1, 1, 1, 1]"
User 63509,returned,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 35692,returned,phone,2022-06-23,-4183,"[1, 1, 1, 1, 1]"
User 78993,ordered,phone,2023-03-23,2336,"[1, 1, 1, 1, 1]"
User 73611,sold,phone,[PAD],1181,"[1, 1, 1, 0, 1]"
User 12867,returned,laptop,2025-10-30,-3246,"[1, 1, 1, 1, 1]"
User 32115,sold,book,2025-02-15,4823,"[1, 1, 1, 1, 1]"
User 09456,cancelled,book,2022-02-23,-1,"[1, 1, 1, 1, 0]"
User 57178,ordered,laptop,2025-07-30,-1,"[1, 1, 1, 1, 0]"
User 75155,cancelled,product,2022-08-21,742,"[1, 1, 1, 1, 1]"
User 47392,bought,phone,2023-01-20,449,"[1, 1, 1, 1, 1]"
User 89914,cancelled,laptop,2025-12-21,1774,"[1, 1, 1, 1, 1]"
User 17648,sold,phone,[PAD],2560,"[1, 1, 1, 0, 1]"
User 94562,ordered,laptop,2022-08-04,4487,"[1, 1, 1, 1, 1]"
User 89299,returned,service,2024-07-19,-4111,"[1, 1, 1, 1, 1]"
User 15748,paid,laptop,2024-12-07,4896,"[1, 1, 1, 1, 1]"
User 52329,returned,product,2025-03-19,-2940,"[1, 1, 1, 1, 1]"
User 29997,returned,book,[PAD],-1129,"[1, 1, 1, 0, 1]"
User 19537,paid,book,2022-03-26,4398,"[1, 1, 1, 1, 1]"
User 21979,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 74787,returned,phone,2025-09-25,-1,"[1, 1, 1, 1, 0]"
User 18233,sold,service,2025-11-08,3797,"[1, 1, 1, 1, 1]"
User 32221,returned,book,2022-04-22,-2324,"[1, 1, 1, 1, 1]"
User 87719,cancelled,book,2023-06-20,2964,"[1, 1, 1, 1, 1]"
User 20517,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 29038,sold,phone,2022-11-11,2590,"[1, 1, 1, 1, 1]"
User 40316,ordered,laptop,[PAD],3060,"[1, 1, 1, 0, 1]"
User 46914,returned,laptop,2023-07-03,-1,"[1, 1, 1, 1, 0]"
User 15279,sold,service,2025-11-08,1504,"[1, 1, 1, 1, 1]"
User 98733,paid,phone,2023-06-12,1484,"[1, 1, 1, 1, 1]"
User 33077,returned,accessory,2024-07-28,-1,"[1, 1, 1, 1, 0]"
User 65724,sold,phone,2022-05-11,1703,"[1, 1, 1, 1, 1]"
User 86834,sold,service,[PAD],3255,"[1, 1, 1, 0, 1]"
User 16170,sold,accessory,2025-07-10,1343,"[1, 1, 1, 1, 1]"
User 74482,ordered,product,2025-03-06,2277,"[1, 1, 1, 1, 1]"
User 60816,sold,laptop,2023-07-26,-1,"[1, 1, 1, 1, 0]"
User 09661,returned,service,2025-07-19,-1,"[1, 1, 1, 1, 0]"
User 54533,cancelled,accessory,2022-05-13,4305,"[1, 1, 1, 1, 1]"
User 35164,ordered,service,2024-06-09,-1,"[1, 1, 1, 1, 0]"
User 85696,bought,service,2022-02-17,357,"[1, 1, 1, 1, 1]"
User 71743,paid,service,2025-05-31,1583,"[1, 1, 1, 1, 1]"
User 19352,ordered,book,2023-06-20,1757,"[1, 1, 1, 1, 1]"
User 07506,bought,phone,[PAD],3658,"[1, 1, 1, 0, 1]"
User 80139,cancelled,book,2022-06-18,-1,"[1, 1, 1, 1, 0]"
User 68234,cancelled,book,[PAD],1632,"[1, 1, 1, 0, 1]"
User 50170,bought,accessory,[PAD],2818,"[1, 1, 1, 0, 1]"
User 02338,bought,product,2025-10-16,1578,"[1, 1, 1, 1, 1]"
User 19319,ordered,phone,[PAD],1183,"[1, 1, 1, 0, 1]"
User 46186,cancelled,product,2023-08-18,2804,"[1, 1, 1, 1, 1]"
User 24497,paid,phone,2025-10-08,606,"[1, 1, 1, 1, 1]"
User 08578,ordered,book,2023-06-23,2020,"[1, 1, 1, 1, 1]"
User 44371,bought,accessory,2024-09-23,727,"[1, 1, 1, 1, 1]"
User 59209,returned,book,[PAD],-1744,"[1, 1, 1, 0, 1]"
User 05300,ordered,laptop,2025-03-14,-1,"[1, 1, 1, 1, 0]"
User 77786,cancelled,phone,2023-12-15,247,"[1, 1, 1, 1, 1]"
User 50535,returned,book,2024-02-14,-2400,"[1, 1, 1, 1, 1]"
User 35028,returned,laptop,2022-11-30,-4478,"[1, 1, 1, 1, 1]"
User 93370,bought,service,2023-07-17,2581,"[1, 1, 1, 1, 1]"
User 69519,ordered,laptop,2023-03-07,2485,"[1, 1, 1, 1, 1]"
User 84716,returned,book,2024-10-26,-1,"[1, 1, 1, 1, 0]"
User 05309,cancelled,book,2025-10-04,-1,"[1, 1, 1, 1, 0]"
User 71429,sold,product,2022-06-05,-1,"[1, 1, 1, 1, 0]"
User 52754,returned,laptop,[PAD],-2574,"[1, 1, 1, 0, 1]"
User 77727,cancelled,product,2025-07-19,415,"[1, 1, 1, 1, 1]"
User 78044,sold,accessory,2023-01-24,1038,"[1, 1, 1, 1, 1]"
User 39677,paid,phone,2023-02-26,-1,"[1, 1, 1, 1, 0]"
User 29355,sold,accessory,2025-09-12,2666,"[1, 1, 1, 1, 1]"
User 17789,bought,book,2025-05-16,-1,"[1, 1, 1, 1, 0]"
User 20761,bought,product,2023-05-22,2763,"[1, 1, 1, 1, 1]"
User 45136,cancelled,accessory,2024-06-07,-1,"[1, 1, 1, 1, 0]"
User 76329,sold,product,2022-11-16,3125,"[1, 1, 1, 1, 1]"
User 25411,bought,laptop,2022-11-22,-1,"[1, 1, 1, 1, 0]"
User 65516,returned,laptop,2025-06-19,-285,"[1, 1, 1, 1, 1]"
User 13316,paid,service,2023-12-31,3369,"[1, 1, 1, 1, 1]"
User 08212,paid,accessory,[PAD],2157,"[1, 1, 1, 0, 1]"
User 67301,cancelled,laptop,2025-08-08,4408,"[1, 1, 1, 1, 1]"
User 84944,sold,accessory,2025-08-18,-1,"[1, 1, 1, 1, 0]"
User 82931,ordered,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 77598,cancelled,book,[PAD],4693,"[1, 1, 1, 0, 1]"
User 34321,bought,laptop,2025-03-08,3025,"[1, 1, 1, 1, 1]"
User 43572,sold,product,2023-05-31,-1,"[1, 1, 1, 1, 0]"
User 05255,returned,product,2022-04-19,-1872,"[1, 1, 1, 1, 1]"
User 09474,ordered,product,2023-02-26,3584,"[1, 1, 1, 1, 1]"
User 90368,returned,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 08095,sold,product,2025-06-10,3762,"[1, 1, 1, 1, 1]"
User 42328,paid,accessory,2025-05-31,-1,"[1, 1, 1, 1, 0]"
User 15500,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 41417,sold,laptop,2025-11-17,-1,"[1, 1, 1, 1, 0]"
User 31005,cancelled,product,2022-01-10,3366,"[1, 1, 1, 1, 1]"
User 44471,bought,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 17180,bought,product,2025-12-02,1239,"[1, 1, 1, 1, 1]"
User 23128,paid,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 24957,sold,phone,2025-07-08,517,"[1, 1, 1, 1, 1]"
User 09080,paid,phone,2022-01-16,4590,"[1, 1, 1, 1, 1]"
User 62154,sold,accessory,2024-06-24,3815,"[1, 1, 1, 1, 1]"
User 08126,ordered,book,2024-04-08,1632,"[1, 1, 1, 1, 1]"
User 16348,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 54895,cancelled,book,2023-08-19,874,"[1, 1, 1, 1, 1]"
User 57354,cancelled,accessory,2024-10-13,671,"[1, 1, 1, 1, 1]"
User 59829,returned,product,2024-02-17,-1,"[1, 1, 1, 1, 0]"
User 14040,returned,book,2025-04-17,-3166,"[1, 1, 1, 1, 1]"
User 89464,ordered,phone,2025-01-03,2110,"[1, 1, 1, 1, 1]"
User 23127,paid,service,2024-03-13,-1,"[1, 1, 1, 1, 0]"
User 33417,returned,accessory,[PAD],-4393,"[1, 1, 1, 0, 1]"
User 15106,sold,phone,2025-05-08,4051,"[1, 1, 1, 1, 1]"
User 24694,ordered,book,2022-03-09,-1,"[1, 1, 1, 1, 0]"
User 41469,returned,laptop,2024-03-18,-1,"[1, 1, 1, 1, 0]"
User 69118,returned,service,2023-10-23,-812,"[1, 1, 1, 1, 1]"
User 35067,returned,service,2023-01-26,-4086,"[1, 1, 1, 1, 1]"
User 29110,bought,laptop,[PAD],3265,"[1, 1, 1, 0, 1]"
User 75074,paid,laptop,2024-03-24,2957,"[1, 1, 1, 1, 1]"
User 98680,paid,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 17463,paid,book,2023-08-18,1658,"[1, 1, 1, 1, 1]"
User 84721,cancelled,product,2023-03-29,273,"[1, 1, 1, 1, 1]"
User 47152,bought,laptop,2025-05-06,-1,"[1, 1, 1, 1, 0]"
User 84443,bought,accessory,2024-05-30,980,"[1, 1, 1, 1, 1]"
User 81759,paid,phone,2025-07-16,-1,"[1, 1, 1, 1, 0]"
User 67971,paid,book,2022-01-15,4347,"[1, 1, 1, 1, 1]"
User 17827,paid,book,2023-06-11,-1,"[1, 1, 1, 1, 0]"
User 60334,cancelled,product,2022-12-20,4035,"[1, 1, 1, 1, 1]"
User 86597,paid,product,2023-07-02,764,"[1, 1, 1, 1, 1]"
User 34325,cancelled,book,2023-08-09,2085,"[1, 1, 1, 1, 1]"
User 40080,bought,book,2024-07-31,1987,"[1, 1, 1, 1, 1]"
User 57949,cancelled,book,2025-11-12,4264,"[1, 1, 1, 1, 1]"
User 29309,paid,laptop,2024-02-15,-1,"[1, 1, 1, 1, 0]"
User 63287,ordered,laptop,2024-06-10,-1,"[1, 1, 1, 1, 0]"
User 92764,returned,phone,2025-12-03,-1933,"[1, 1, 1, 1, 1]"
User 39944,ordered,service,2025-10-05,2639,"[1, 1, 1, 1, 1]"
User 37154,cancelled,phone,2023-01-08,4243,"[1, 1, 1, 1, 1]"
User 75091,sold,service,2024-10-01,1378,"[1, 1, 1, 1, 1]"
User 26547,ordered,accessory,2022-03-10,2411,"[1, 1, 1, 1, 1]"
User 23611,bought,book,2025-08-27,2068,"[1, 1, 1, 1, 1]"
User 80649,ordered,laptop,2022-12-29,4493,"[1, 1, 1, 1, 1]"
User 82591,bought,laptop,2024-08-25,4729,"[1, 1, 1, 1, 1]"
User 96097,returned,accessory,2024-04-26,-2141,"[1, 1, 1, 1, 1]"
User 48759,sold,product,[PAD],4093,"[1, 1, 1, 0, 1]"
User 92161,cancelled,service,2025-05-30,357,"[1, 1, 1, 1, 1]"
User 84066,sold,book,2023-10-20,-1,"[1, 1, 1, 1, 0]"
User 62061,sold,product,2024-01-11,2383,"[1, 1, 1, 1, 1]"
User 48659,cancelled,book,2025-05-20,388,"[1, 1, 1, 1, 1]"
User 38723,bought,phone,2024-04-17,3389,"[1, 1, 1, 1, 1]"
User 60966,returned,book,[PAD],-4247,"[1, 1, 1, 0, 1]"
User 90580,bought,accessory,2025-09-21,948,"[1, 1, 1, 1, 1]"
User 98741,ordered,service,2022-10-11,1231,"[1, 1, 1, 1, 1]"
User 03097,ordered,accessory,2024-02-24,2108,"[1, 1, 1, 1, 1]"
User 65949,ordered,phone,2022-05-26,3086,"[1, 1, 1, 1, 1]"
User 25965,sold,accessory,2023-06-05,2942,"[1, 1, 1, 1, 1]"
User 75449,returned,book,2024-04-03,-4445,"[1, 1, 1, 1, 1]"
User 68217,ordered,phone,2022-08-09,3394,"[1, 1, 1, 1, 1]"
User 35968,returned,accessory,[PAD],-2515,"[1, 1, 1, 0, 1]"
User 33015,returned,product,[PAD],-4616,"[1, 1, 1, 0, 1]"
User 23920,paid,book,2023-07-09,-1,"[1, 1, 1, 1, 0]"
User 32767,sold,accessory,[PAD],2823,"[1, 1, 1, 0, 1]"
User 10809,ordered,laptop,2024-10-24,4041,"[1, 1, 1, 1, 1]"
User 44565,ordered,phone,2023-09-26,-1,"[1, 1, 1, 1, 0]"
User 53342,cancelled,laptop,2025-02-18,2760,"[1, 1, 1, 1, 1]"
User 93368,returned,service,[PAD],-2562,"[1, 1, 1, 0, 1]"
User 36030,sold,product,2023-08-22,-1,"[1, 1, 1, 1, 0]"
User 93954,bought,book,2024-01-24,-1,"[1, 1, 1, 1, 0]"
User 44979,ordered,accessory,2024-11-04,2396,"[1, 1, 1, 1, 1]"
User 88924,paid,service,2023-02-02,-1,"[1, 1, 1, 1, 0]"
User 18968,ordered,product,2022-08-27,3740,"[1, 1, 1, 1, 1]"
User 78368,sold,service,2024-10-24,2639,"[1, 1, 1, 1, 1]"
User 47562,cancelled,service,2022-03-08,3091,"[1, 1, 1, 1, 1]"
User 60886,returned,accessory,2024-05-09,-3910,"[1, 1, 1, 1, 1]"
User 88883,cancelled,service,2023-06-17,-1,"[1, 1, 1, 1, 0]"
User 40730,paid,product,2023-07-20,-1,"[1, 1, 1, 1, 0]"
User 05268,cancelled,accessory,2022-04-23,3929,"[1, 1, 1, 1, 1]"
User 48041,returned,book,2022-08-20,-1418,"[1, 1, 1, 1, 1]"
User 42306,sold,phone,2024-05-14,4518,"[1, 1, 1, 1, 1]"
User 84100,paid,service,[PAD],730,"[1, 1, 1, 0, 1]"
User 74552,cancelled,accessory,2023-08-11,2298,"[1, 1, 1, 1, 1]"
User 92982,returned,book,2024-03-07,-1,"[1, 1, 1, 1, 0]"
User 15718,bought,phone,2025-05-22,4914,"[1, 1, 1, 1, 1]"
User 20548,sold,service,2025-08-27,657,"[1, 1, 1, 1, 1]"
User 61829,ordered,service,2025-04-29,1563,"[1, 1, 1, 1, 1]"
User 05887,paid,accessory,2024-05-10,4003,"[1, 1, 1, 1, 1]"
User 44414,returned,phone,2025-05-05,-2692,"[1, 1, 1, 1, 1]"
User 44887,sold,laptop,2023-12-08,-1,"[1, 1, 1, 1, 0]"
User 59507,cancelled,accessory,2024-04-08,3845,"[1, 1, 1, 1, 1]"
User 61537,cancelled,book,2023-10-03,-1,"[1, 1, 1, 1, 0]"
User 59880,bought,phone,2023-01-06,180,"[1, 1, 1, 1, 1]"
User 60652,cancelled,book,2023-07-02,1541,"[1, 1, 1, 1, 1]"
User 13168,bought,phone,[PAD],4029,"[1, 1, 1, 0, 1]"
User 41651,ordered,book,[PAD],2783,"[1, 1, 1, 0, 1]"
User 69278,ordered,book,[PAD],1369,"[1, 1, 1, 0, 1]"
User 24817,returned,book,2025-04-16,-1,"[1, 1, 1, 1, 0]"
User 30152,paid,laptop,2022-08-04,-1,"[1, 1, 1, 1, 0]"
User 41922,paid,service,[PAD],1284,"[1, 1, 1, 0, 1]"
User 38227,paid,book,2024-01-12,-1,"[1, 1, 1, 1, 0]"
User 01188,cancelled,service,2024-01-11,-1,"[1, 1, 1, 1, 0]"
User 08202,sold,book,2025-04-07,3370,"[1, 1, 1, 1, 1]"
User 97002,sold,phone,2022-08-25,1877,"[1, 1, 1, 1, 1]"
User 63229,returned,accessory,2025-10-02,-3419,"[1, 1, 1, 1, 1]"
User 29702,bought,accessory,2024-01-07,-1,"[1, 1, 1, 1, 0]"
User 06492,sold,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 10021,paid,phone,2025-11-29,2347,"[1, 1, 1, 1, 1]"
User 09660,cancelled,product,2025-06-22,1503,"[1, 1, 1, 1, 1]"
User 66616,returned,book,2023-03-10,-1,"[1, 1, 1, 1, 0]"
User 28533,returned,phone,2022-11-21,-3892,"[1, 1, 1, 1, 1]"
User 62672,cancelled,laptop,2023-10-13,4618,"[1, 1, 1, 1, 1]"
User 96587,bought,book,[PAD],1169,"[1, 1, 1, 0, 1]"
User 74652,bought,accessory,2025-02-04,2629,"[1, 1, 1, 1, 1]"
User 26343,sold,service,2025-11-18,446,"[1, 1, 1, 1, 1]"
User 12362,returned,product,2022-05-07,-1,"[1, 1, 1, 1, 0]"
User 61163,ordered,book,2022-12-28,501,"[1, 1, 1, 1, 1]"
User 46607,bought,book,[PAD],4634,"[1, 1, 1, 0, 1]"
User 66950,returned,book,2022-11-02,-2034,"[1, 1, 1, 1, 1]"
User 81174,sold,laptop,[PAD],2779,"[1, 1, 1, 0, 1]"
User 60522,ordered,service,2022-06-29,1734,"[1, 1, 1, 1, 1]"
User 43265,cancelled,product,2023-12-16,732,"[1, 1, 1, 1, 1]"
User 01975,cancelled,phone,2022-01-02,-1,"[1, 1, 1, 1, 0]"
User 51463,paid,book,2023-11-07,232,"[1, 1, 1, 1, 1]"
User 92697,ordered,phone,2025-09-11,2905,"[1, 1, 1, 1, 1]"
User 18835,returned,laptop,[PAD],-1876,"[1, 1, 1, 0, 1]"
User 63697,ordered,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 16079,returned,service,2025-10-12,-2969,"[1, 1, 1, 1, 1]"
User 29362,paid,phone,[PAD],309,"[1, 1, 1, 0, 1]"
User 92696,paid,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 62799,returned,phone,2024-11-01,-1603,"[1, 1, 1, 1, 1]"
User 94832,returned,product,2025-06-23,-1884,"[1, 1, 1, 1, 1]"
User 11440,ordered,product,2025-01-29,2876,"[1, 1, 1, 1, 1]"
User 59387,paid,product,2025-06-30,3890,"[1, 1, 1, 1, 1]"
User 05258,returned,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 07902,sold,laptop,[PAD],2121,"[1, 1, 1, 0, 1]"
User 43387,sold,accessory,[PAD],3688,"[1, 1, 1, 0, 1]"
User 54216,returned,accessory,2024-03-10,-2461,"[1, 1, 1, 1, 1]"
User 90890,cancelled,service,2023-05-04,3280,"[1, 1, 1, 1, 1]"
User 75395,bought,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 95203,bought,book,2025-05-27,-1,"[1, 1, 1, 1, 0]"
User 33654,cancelled,product,[PAD],677,"[1, 1, 1, 0, 1]"
User 41114,ordered,laptop,2024-11-05,3129,"[1, 1, 1, 1, 1]"
User 49696,paid,product,[PAD],2627,"[1, 1, 1, 0, 1]"
User 62990,ordered,accessory,2022-10-26,512,"[1, 1, 1, 1, 1]"
User 27474,bought,service,[PAD],3678,"[1, 1, 1, 0, 1]"
User 05746,bought,product,2022-08-07,-1,"[1, 1, 1, 1, 0]"
User 09989,cancelled,phone,2024-04-13,1588,"[1, 1, 1, 1, 1]"
User 01967,cancelled,service,2025-06-03,2360,"[1, 1, 1, 1, 1]"
User 75836,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 41857,paid,phone,2025-07-29,1233,"[1, 1, 1, 1, 1]"
User 66037,bought,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 83191,ordered,phone,[PAD],4928,"[1, 1, 1, 0, 1]"
User 17402,bought,service,2024-04-27,-1,"[1, 1, 1, 1, 0]"
User 24236,returned,laptop,2023-02-11,-1482,"[1, 1, 1, 1, 1]"
User 44048,cancelled,phone,2023-04-05,3864,"[1, 1, 1, 1, 1]"
User 98972,cancelled,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 87811,cancelled,laptop,2023-04-05,-1,"[1, 1, 1, 1, 0]"
User 30907,returned,laptop,2023-12-10,-1,"[1, 1, 1, 1, 0]"
User 11557,paid,book,2024-03-22,2846,"[1, 1, 1, 1, 1]"
User 55398,bought,laptop,2025-03-23,1920,"[1, 1, 1, 1, 1]"
User 42766,bought,phone,2024-06-23,-1,"[1, 1, 1, 1, 0]"
User 29003,paid,phone,[PAD],1287,"[1, 1, 1, 0, 1]"
User 72635,cancelled,product,2025-06-05,3079,"[1, 1, 1, 1, 1]"
User 51982,returned,phone,2025-04-16,-1,"[1, 1, 1, 1, 0]"
User 60809,ordered,product,2022-09-05,981,"[1, 1, 1, 1, 1]"
User 60378,ordered,service,2024-05-11,-1,"[1, 1, 1, 1, 0]"
User 36070,sold,book,2025-03-17,2043,"[1, 1, 1, 1, 1]"
User 23583,bought,book,2023-05-03,465,"[1, 1, 1, 1, 1]"
User 89229,paid,laptop,2025-05-11,649,"[1, 1, 1, 1, 1]"
User 15477,sold,laptop,2023-10-06,1217,"[1, 1, 1, 1, 1]"
User 04441,sold,laptop,2025-03-26,2522,"[1, 1, 1, 1, 1]"
User 46323,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 67669,sold,accessory,2024-10-02,-1,"[1, 1, 1, 1, 0]"
User 15949,paid,book,2023-07-24,725,"[1, 1, 1, 1, 1]"
